account_no,holder_name,holder_address,bank_name,account_type,opened_date,avg_monthly_deposit_pkr
PK56-8166868138,Naveed قریشی,"House No. 301, Gali 16, D Ground, Faisalabad",UBL,Current,2025-10-13,4921128
PK80-7131166148,N.Qureshi,"House 301, Street 16, D Ground, Faisalabad",Askari Bank,Savings,2021-01-24,3805712
PK65-6550577435,N.Qureshi,"House 301, Street 16, D Ground, Faisalabad",Bank Alfalah,Foreign Currency,2023-04-10,2449356
PK24-4458326556,Naveed Qureshi,مکان 301 گلی 16 D Ground Faisalabad,HBL,Savings,2020-09-19,1889243
PK29-8226842982,Chaudhary Obaid Cheema,"House No. 52, Gali 9, Shah Rukn-e-Alam, Multan",Meezan Bank,Foreign Currency,2019-07-20,7313929
PK21-3885161069,O. Cheema,"House 52, Street 9, Shah Rukn-e-Alam, Multan",UBL,Savings,2020-11-22,3844109
PK78-8847038805,Malik Zafar Khattak,مکان 165 گلی 19 Chaklala Scheme 3 راولپنڈی,Allied Bank,Savings,2022-07-03,1915306
PK26-7978746475,Zafar Khattak,"House 165, Street 19, Chaklala Scheme 3, Rawalpindi",Bank Alfalah,Savings,2018-05-09,5645691
PK34-1573663382,Syed Zafar Khattak,"House No. 165, Gali 19, Chaklala Scheme 3, Rawalpindi",Meezan Bank,Savings,2023-09-25,2734883
PK98-3769564408,Zafar Khattak,"House No. 165, Gali 19, Chaklala Scheme 3, Rawalpindi",HBL,Foreign Currency,2021-07-18,1669455
PK95-7259805159,Sardar Saad Tarar,H#19 St-26 HayatabadPhase3 Peshawar,JS Bank,Foreign Currency,2024-08-28,147175
PK60-5089664247,Rana Babar Mirza,"House 69, Street 33, North Nazimabad, Karachi",JS Bank,Savings,2020-04-04,282718
PK73-5912271949,Uzma Kayani,H#8 St-22 Cantt Multan,MCB,Savings,2025-08-28,2115990
PK13-1693213711,Uzma Kayani,مکان 8 گلی 22 Cantt Multan,MCB,Foreign Currency,2022-05-07,3547632
PK69-8798377610,Uzma Kayani,"House No. 8, Gali 22, Cantt, Multan",HBL,Savings,2022-05-15,2058675
PK94-2574462568,Uzma Kayani,H#8 St-22 Cantt Multan,Askari Bank,Savings,2023-08-30,4021562
PK82-9539011328,Nadeem Virk,مکان 386 گلی 18 Westridge راولپنڈی,Meezan Bank,Foreign Currency,2023-01-15,6780652
PK23-5219399245,Nadeem Virk,H#386 St-18 Westridge Rawalpindi,Bank Alfalah,Current,2021-06-29,3110382
PK45-1103159659,I.Wazir,مکان 158 گلی 11 E-11/2 اسلام آباد,Allied Bank,Foreign Currency,2021-08-22,234131
PK59-4735845452,Jawad Yousafzai,"House 69, Street 31, Bahria Phase 4, Rawalpindi",Askari Bank,Foreign Currency,2023-01-14,5285201
PK14-9361930353,Jawad Yousafzai,"House No. 69, Gali 31, Bahria Phase 4, Rawalpindi",UBL,Current,2018-08-12,3350920
PK39-2309684271,Sardar Maryam Wazir,مکان 391 گلی 16 Hayatabad Phase 3 Peshawar,HBL,Current,2021-09-28,3882060
PK66-9944046729,F.Gilani,H#281 St-33 G-10/2 Islamabad,JS Bank,Foreign Currency,2020-02-03,247375
PK69-1527952946,F. Mehsud,"House 47, Street 33, Westridge, Rawalpindi",Bank Alfalah,Savings,2023-09-26,919944
PK45-1608782386,Rabia Sheikh,مکان 345 گلی 20 Madina Town Faisalabad,Allied Bank,Current,2022-08-24,3708917
PK31-7597970672,R. Sheikh,مکان 345 گلی 20 Madina Town Faisalabad,Bank Alfalah,Current,2018-09-10,6294605
PK71-5894942589,R.Sheikh,مکان 345 گلی 20 Madina Town Faisalabad,HBL,Savings,2019-10-27,4386861
PK89-4765689806,U. Sial,"House No. 278, Gali 4, DHA Phase 5, Lahore",Askari Bank,Savings,2018-10-07,4358564
PK93-5899984156,U.Sial,"House 278, Street 4, DHA Phase 5, Lahore",UBL,Current,2022-11-06,4692106
PK91-8715950526,U. Durrani,"House No. 192, Gali 25, Shah Rukn-e-Alam, Multan",Bank Alfalah,Foreign Currency,2025-09-21,1547839
PK29-1153121203,U.Durrani,"House No. 192, Gali 25, Shah Rukn-e-Alam, Multan",Askari Bank,Foreign Currency,2020-06-08,2734043
PK40-3583962209,Chaudhary Uzma Durrani,H#192 St-25 ShahRukn-e-Alam Multan,Bank Alfalah,Savings,2019-06-23,6503023
PK26-2387414613,Uzma Durrani,"House No. 192, Gali 25, Shah Rukn-e-Alam, Multan",HBL,Savings,2018-08-08,4415025
PK33-9199682691,Z.Gill,مکان 276 گلی 26 F-8/3 اسلام آباد,Meezan Bank,Savings,2024-06-21,47618
PK79-7212511783,W. Mehsud,H#218 St-35 Gulgasht Multan,UBL,Savings,2024-10-05,187759
PK63-1761391752,U.Durrani,"House No. 17, Gali 27, Hayatabad Phase 3, Peshawar",UBL,Current,2018-01-16,94645
PK30-9246699748,Taimoor Shirazi,مکان 25 گلی 16 Gulgasht Multan,Meezan Bank,Savings,2024-01-23,3477141
PK39-7376621564,B.Naqvi,"House 154, Street 18, Westridge, Rawalpindi",Bank Alfalah,Current,2021-03-12,2294392
PK64-2318060815,Bushra Naqvi,H#154 St-18 Westridge Rawalpindi,JS Bank,Current,2024-02-11,2407303
PK38-8688314502,B. Naqvi,H#154 St-18 Westridge Rawalpindi,MCB,Current,2018-03-08,1849936
PK35-4252189368,Rana Bushra Naqvi,H#154 St-18 Westridge Rawalpindi,MCB,Savings,2024-10-23,6400380
PK42-9525423626,Maryam Rajput,H#154 St-10 BahriaPhase4 Rawalpindi,Allied Bank,Current,2023-11-01,3080351
PK41-7126543886,L. Janjua,"House 170, Street 6, Johar Town, Lahore",UBL,Savings,2024-12-24,2740072
PK87-2051772590,L.Janjua,مکان 170 گلی 6 Johar Town لاہور,Askari Bank,Current,2018-02-01,4116582
PK28-2093136086,Sajid Virk,H#309 St-3 Gulgasht Multan,HBL,Savings,2021-03-05,169717
PK54-7231431541,M. Khan,"House No. 380, Gali 8, Bahria Phase 4, Rawalpindi",MCB,Current,2019-11-03,59224
PK56-4401360160,Atif Kakar,"House No. 239, Gali 35, Model Town, Lahore",UBL,Current,2025-06-15,900039
PK13-7216358363,Chaudhary Atif Kakar,"House No. 239, Gali 35, Model Town, Lahore",Allied Bank,Savings,2024-02-22,3674923
PK35-8944967444,Wajahat قریشی,"House 241, Street 21, Gulbahar, Peshawar",Allied Bank,Current,2020-01-03,159472
PK84-8990836982,R. Janjua,"House No. 132, Gali 32, Gulshan-e-Iqbal, Karachi",Askari Bank,Current,2019-01-30,37934
PK54-5111366466,Haji Naveed Durrani,H#95 St-35 MadinaTown Faisalabad,JS Bank,Foreign Currency,2025-05-15,49928
PK78-6523317920,B. Tareen,مکان 71 گلی 15 E-11/2 اسلام آباد,Meezan Bank,Savings,2022-05-29,3200667
PK26-4049910890,بلال Tareen,مکان 71 گلی 15 E-11/2 اسلام آباد,Askari Bank,Savings,2019-09-30,3709197
PK25-7046757417,I.Yousafzai,H#316 St-31 Gulgasht Multan,Bank Alfalah,Foreign Currency,2021-03-26,1733177
PK74-1394235376,Haji Ali Naqvi,"House No. 275, Gali 19, Shah Rukn-e-Alam, Multan",Meezan Bank,Foreign Currency,2024-01-01,83270
PK49-3607628934,H. Abbasi,"House 318, Street 34, Bahria Phase 4, Rawalpindi",JS Bank,Current,2022-04-30,241017
PK31-7619118142,Ubaid Gilani,H#154 St-6 BahriaPhase4 Rawalpindi,UBL,Savings,2018-09-04,359692
PK11-8050784027,I. Afridi,مکان 88 گلی 6 B-17 اسلام آباد,Askari Bank,Current,2021-12-20,22770
PK10-8610169883,H. Butt,"House 355, Street 37, Bahria Phase 4, Rawalpindi",Meezan Bank,Savings,2022-11-12,3854650
PK13-4756260967,Hina بٹ,مکان 355 گلی 37 Bahria Phase 4 راولپنڈی,Askari Bank,Foreign Currency,2018-03-03,7424973
PK30-7975770327,S.Bhatti,"House No. 301, Gali 10, F-8/3, Islamabad",HBL,Savings,2018-09-04,3549410
PK95-7515495410,Chaudhary Saad Bhatti,مکان 301 گلی 10 F-8/3 اسلام آباد,Bank Alfalah,Current,2021-11-03,2679639
PK41-6173258552,L.Mehsud,"House 197, Street 9, Madina Town, Faisalabad",UBL,Foreign Currency,2023-11-23,161153
PK97-4901998874,Faisal Cheema,H#305 St-26 DGround Faisalabad,Askari Bank,Foreign Currency,2022-08-20,2128300
PK42-3838554796,S.Virk,مکان 349 گلی 38 DHA Phase 6 کراچی,MCB,Savings,2018-08-08,3252553
PK82-6020279216,S. Virk,"House 349, Street 38, DHA Phase 6, Karachi",MCB,Savings,2022-01-19,4863995
PK89-6180783455,S.Virk,"House 349, Street 38, DHA Phase 6, Karachi",MCB,Savings,2024-02-16,5455098
PK78-4839750884,Sadia Virk,"House No. 349, Gali 38, DHA Phase 6, Karachi",Allied Bank,Current,2022-04-23,2716129
PK55-3920814675,S.Sandhu,مکان 53 گلی 9 University Town Peshawar,UBL,Savings,2022-01-08,1557573
PK24-8269527055,Sardar Sufyan Sandhu,مکان 53 گلی 9 University Town Peshawar,UBL,Foreign Currency,2022-08-26,4726674
PK74-9548711881,O. Qureshi,"House 182, Street 36, G-10/2, Islamabad",Askari Bank,Savings,2018-08-28,262963
PK11-5769974606,L.Kakar,H#287 St-16 B-17 Islamabad,UBL,Current,2024-05-26,161708
PK67-4566830076,Ibrahim Siddiqui,"House 304, Street 35, Peoples Colony, Faisalabad",Meezan Bank,Current,2022-02-21,4277505
PK74-5559484174,Ibrahim Siddiqui,H#304 St-35 PeoplesColony Faisalabad,Askari Bank,Savings,2019-09-14,4179001
PK59-4466324361,Bushra Abbasi,"House No. 194, Gali 5, Shah Rukn-e-Alam, Multan",UBL,Savings,2025-02-22,2379318
PK13-7077672392,Bushra Abbasi,"House No. 194, Gali 5, Shah Rukn-e-Alam, Multan",Meezan Bank,Foreign Currency,2018-05-21,4656030
PK74-1534774753,J. Tarar,"House No. 185, Gali 35, Peoples Colony, Faisalabad",Meezan Bank,Current,2019-07-14,5540971
PK32-9083977480,J. Tarar,"House No. 185, Gali 35, Peoples Colony, Faisalabad",Bank Alfalah,Foreign Currency,2023-09-14,6147575
PK97-9730231090,Syed Javeria Tarar,"House 185, Street 35, Peoples Colony, Faisalabad",Bank Alfalah,Current,2019-01-07,1608555
PK83-2214131980,U. Yousafzai,"House No. 331, Gali 26, G-13/1, Islamabad",JS Bank,Current,2025-08-30,134140
PK70-5820707213,Syed Fatima Saddozai,"House 298, Street 37, D Ground, Faisalabad",Allied Bank,Current,2020-06-30,837034
PK58-6684944078,M.Orakzai,"House 177, Street 2, Peoples Colony, Faisalabad",Meezan Bank,Foreign Currency,2021-02-28,32598
PK50-7270424733,Rana Sufyan Durrani,مکان 164 گلی 5 Shah Rukn-e-Alam Multan,HBL,Savings,2018-09-04,52093
PK67-5525162660,Asad Mehsud,"House No. 380, Gali 16, Hayatabad Phase 3, Peshawar",Allied Bank,Foreign Currency,2023-12-13,3492938
PK61-3336101289,A. Mehsud,H#380 St-16 HayatabadPhase3 Peshawar,Bank Alfalah,Savings,2023-03-16,1919684
PK27-3994479512,D.Warraich,H#96 St-28 Cantt Multan,Allied Bank,Savings,2025-09-07,3069990
PK42-7450182414,Mian Danish Warraich,"House No. 96, Gali 28, Cantt, Multan",Bank Alfalah,Current,2024-01-18,6063425
PK31-4935641064,Danish Warraich,"House No. 96, Gali 28, Cantt, Multan",HBL,Current,2020-08-09,6341513
PK61-1964898751,D. Warraich,H#96 St-28 Cantt Multan,MCB,Foreign Currency,2023-04-29,4112158
PK37-2687628513,Lubna Dar,مکان 386 گلی 5 Chaklala Scheme 3 راولپنڈی,HBL,Savings,2022-05-06,331903
PK50-2314376193,Sardar Fahad Kayani,"House 271, Street 21, Shah Rukn-e-Alam, Multan",Allied Bank,Foreign Currency,2024-11-25,206716
PK52-3681174428,U.Yousafzai,H#315 St-38 ChaklalaScheme3 Rawalpindi,Bank Alfalah,Savings,2018-10-25,128064
PK18-9655697729,T.Sandhu,H#262 St-25 Cantt Multan,Allied Bank,Current,2019-11-23,113197
PK15-6018181862,Syed Taimoor Yousafzai,مکان 5 گلی 32 I-8/4 اسلام آباد,Meezan Bank,Savings,2023-09-03,3864985
PK84-2352713200,Obaid Mehsud,H#364 St-29 NorthNazimabad Karachi,JS Bank,Foreign Currency,2019-11-29,127721
PK65-3746235380,Sardar Zubair Butt,H#276 St-19 JoharTown Lahore,Bank Alfalah,Current,2021-06-07,2418670
PK60-9769321142,Fahad Lodhi,H#188 St-35 Gulbahar Peshawar,MCB,Foreign Currency,2020-08-27,199097
PK62-6356885254,Rabia Gill,"House 306, Street 35, Madina Town, Faisalabad",HBL,Savings,2024-01-13,2742795
PK66-6882350999,Gul Qureshi,H#31 St-18 Westridge Rawalpindi,Meezan Bank,Current,2018-07-28,7779553
PK64-4330754807,G.Qureshi,مکان 31 گلی 18 Westridge راولپنڈی,Askari Bank,Savings,2019-12-24,7295035
PK51-5334784211,Malik Gul Warraich,مکان 296 گلی 18 DHA Phase 6 کراچی,HBL,Savings,2020-05-12,2986696
PK80-3701854546,G.Warraich,مکان 296 گلی 18 DHA Phase 6 کراچی,MCB,Savings,2022-12-01,5492625
PK28-8465694993,Malik Gul Warraich,"House 296, Street 18, DHA Phase 6, Karachi",Askari Bank,Savings,2024-06-11,1490628
PK51-5313240729,N. Kazmi,H#356 St-24 ShahRukn-e-Alam Multan,Bank Alfalah,Savings,2025-01-13,105348
PK40-3230350187,Haji Rida Khokhar,H#358 St-23 Gulgasht Multan,MCB,Current,2020-07-04,40622
PK99-9305036473,Anas Lodhi,H#173 St-36 GulbergIII Lahore,Askari Bank,Savings,2021-07-08,28888
PK68-4447206524,Sardar Usman Qureshi,"House No. 9, Gali 8, Shah Rukn-e-Alam, Multan",Allied Bank,Current,2025-07-03,57789
PK23-8389668356,Haris Orakzai,"House No. 82, Gali 18, Chaklala Scheme 3, Rawalpindi",HBL,Savings,2020-10-05,144101
PK81-8406158052,Uzma Mehsud,H#272 St-37 SatelliteTown Rawalpindi,Askari Bank,Current,2024-06-28,163833
PK44-2510581288,Saba Saddozai,"House No. 316, Gali 29, Westridge, Rawalpindi",Meezan Bank,Savings,2019-06-05,41378
PK85-1738668338,R.Virk,مکان 162 گلی 9 Model Town لاہور,Meezan Bank,Savings,2022-02-26,1848444
PK28-9383228541,R.Virk,H#162 St-9 ModelTown Lahore,MCB,Savings,2022-08-25,4279484
PK92-3726229120,Noor Shirazi,"House 338, Street 20, DHA Phase 5, Lahore",UBL,Current,2021-04-24,5243899
PK80-2075128199,N.Shirazi,H#338 St-20 DHAPhase5 Lahore,Askari Bank,Current,2018-12-14,1212891
PK79-7214669296,N.Shirazi,"House No. 338, Gali 20, DHA Phase 5, Lahore",Meezan Bank,Savings,2021-03-03,6588933
PK95-6520587804,Rana Arsalan Hashmi,H#124 St-32 CliftonBlock2 Karachi,Allied Bank,Savings,2023-01-06,44552
PK80-1580445136,Ahmed Kayani,"House 31, Street 26, Satellite Town, Rawalpindi",HBL,Current,2019-02-04,4815549
PK52-1274645708,T. Afridi,"House No. 316, Gali 10, D Ground, Faisalabad",Meezan Bank,Savings,2021-09-03,2102654
PK65-7284807437,T.Afridi,مکان 316 گلی 10 D Ground Faisalabad,Meezan Bank,Savings,2019-06-17,2746272
PK83-6851493526,Adnan Rizvi,مکان 301 گلی 5 Model Town لاہور,Allied Bank,Current,2023-04-28,327836
PK66-6728394616,Mian Fahad Khokhar,H#29 St-20 DGround Faisalabad,HBL,Savings,2018-09-18,88555
PK93-4237283348,W.Hashmi,H#265 St-17 WapdaTown Lahore,Askari Bank,Savings,2019-10-18,29924
PK65-2233203084,Haji Rida Siddiqui,مکان 172 گلی 28 Hayatabad Phase 3 Peshawar,MCB,Current,2023-11-26,3294750
PK32-8070149593,Rida Siddiqui,"House No. 172, Gali 28, Hayatabad Phase 3, Peshawar",Askari Bank,Current,2023-04-22,3430638
PK80-9395716243,A.Mehsud,H#117 St-33 Cantt Multan,Askari Bank,Savings,2022-05-11,272360
PK55-7385808917,S. Chaudhry,مکان 62 گلی 33 Madina Town Faisalabad,Allied Bank,Current,2024-10-20,32714
PK91-4345658771,Rabia Niazi,"House No. 125, Gali 30, Gulgasht, Multan",HBL,Savings,2021-03-20,1539658
PK24-2881840595,R.Niazi,"House No. 125, Gali 30, Gulgasht, Multan",Allied Bank,Savings,2018-05-13,4141716
PK82-9878372636,R. Niazi,"House No. 125, Gali 30, Gulgasht, Multan",Bank Alfalah,Savings,2021-04-04,3905491
PK26-3015835496,R. Niazi,H#125 St-30 Gulgasht Multan,Meezan Bank,Savings,2018-08-15,4628841
PK66-6001877883,Syed Rida Niazi,"House 272, Street 16, F-8/3, Islamabad",JS Bank,Current,2023-09-04,5823344
PK74-2306350018,R.Niazi,"House No. 272, Gali 16, F-8/3, Islamabad",Allied Bank,Savings,2025-09-30,6830906
PK10-2565800378,R.Niazi,"House No. 272, Gali 16, F-8/3, Islamabad",JS Bank,Savings,2022-11-27,5818938
PK37-9356101437,Rida Niazi,مکان 272 گلی 16 F-8/3 اسلام آباد,HBL,Savings,2018-12-03,5575277
PK62-7009048172,D.Naqvi,"House No. 235, Gali 6, Gulshan-e-Iqbal, Karachi",Allied Bank,Savings,2023-01-13,6792755
PK41-6700040993,Danish Naqvi,"House 235, Street 6, Gulshan-e-Iqbal, Karachi",Allied Bank,Foreign Currency,2023-05-26,7782222
PK26-5346241941,Danish Naqvi,H#235 St-6 Gulshan-e-Iqbal Karachi,Allied Bank,Current,2018-04-16,6727587
PK93-6946068612,Mahnoor Gilani,H#340 St-9 E-11/2 Islamabad,Allied Bank,Foreign Currency,2025-04-12,47751
PK47-3868535050,Mian Kinza Saddozai,مکان 232 گلی 18 Gulberg III لاہور,Meezan Bank,Current,2018-06-16,49055
PK67-1905193382,A.Abbasi,"House 231, Street 30, F-8/3, Islamabad",UBL,Foreign Currency,2022-07-23,168043
PK84-9340045453,R.Raja,"House No. 183, Gali 26, Cantt, Multan",Allied Bank,Current,2024-03-24,35404
PK34-2212962703,Mian Hamza Khan,"House No. 67, Gali 13, F-8/3, Islamabad",Askari Bank,Current,2024-03-31,4155338
PK28-1379179658,Hamza خان,"House 67, Street 13, F-8/3, Islamabad",Allied Bank,Savings,2018-10-24,2856389
PK62-5833445437,A.Chaudhry,مکان 66 گلی 6 Westridge راولپنڈی,Askari Bank,Savings,2023-09-07,221700
PK45-1048668297,A. Butt,مکان 316 گلی 16 D Ground Faisalabad,HBL,Current,2024-09-11,4179055
PK74-1832997778,Adnan Butt,"House No. 316, Gali 16, D Ground, Faisalabad",Bank Alfalah,Savings,2024-04-26,2662955
PK88-3798646432,W.Virk,H#103 St-34 Westridge Rawalpindi,UBL,Current,2024-04-30,50146
PK11-5097613658,Zafar Rizvi,"House 177, Street 37, University Town, Peshawar",Allied Bank,Foreign Currency,2019-12-27,172411
PK96-6565159191,Mian Sajid Rizvi,H#29 St-15 Gulbahar Peshawar,UBL,Foreign Currency,2021-06-29,221146
PK12-1496205349,Zainab Niazi,"House No. 20, Gali 6, Westridge, Rawalpindi",Askari Bank,Current,2019-01-07,3019978
PK36-2403920960,Zainab Niazi,مکان 20 گلی 6 Westridge راولپنڈی,MCB,Foreign Currency,2018-08-12,2476851
PK86-2585187591,B.Yousafzai,مکان 175 گلی 12 Bahria Phase 4 راولپنڈی,MCB,Savings,2019-03-25,4260177
PK93-5059743851,B. Yousafzai,H#175 St-12 BahriaPhase4 Rawalpindi,Askari Bank,Foreign Currency,2019-02-05,3211656
PK54-5995968897,Hina Sandhu,"House No. 361, Gali 26, I-8/4, Islamabad",JS Bank,Current,2022-07-01,161957
PK50-3811717813,Rida Sial,"House 250, Street 21, Gulbahar, Peshawar",Meezan Bank,Savings,2018-01-31,3802694
PK93-7412044851,Rida Sial,مکان 250 گلی 21 Gulbahar Peshawar,UBL,Savings,2025-04-17,2225473
PK24-5834941197,R. Sial,H#250 St-21 Gulbahar Peshawar,UBL,Current,2023-02-07,1508456
PK49-8893349811,F. Kayani,H#369 St-1 HayatabadPhase3 Peshawar,Bank Alfalah,Savings,2022-03-01,4897446
PK41-7884753655,Farhan Kayani,"House 369, Street 1, Hayatabad Phase 3, Peshawar",Askari Bank,Savings,2019-10-02,4732558
PK60-1864938887,Obaid Hashmi,H#280 St-25 Gulshan-e-Iqbal Karachi,UBL,Foreign Currency,2024-07-14,1252358
PK53-3433421091,Malik Zubair Malik,"House 54, Street 5, Gulberg III, Lahore",Allied Bank,Savings,2025-09-23,2403547
PK97-7646022634,Z.Malik,H#54 St-5 GulbergIII Lahore,Askari Bank,Savings,2025-07-13,7400785
PK33-3098364070,Z.Malik,"House No. 54, Gali 5, Gulberg III, Lahore",JS Bank,Savings,2020-06-30,7774173
PK10-6193217739,Ehsan Shirazi,"House No. 361, Gali 2, Madina Town, Faisalabad",UBL,Savings,2018-11-02,159010
PK72-1065523653,Malik Noman Baig,"House No. 339, Gali 19, Gulshan-e-Iqbal, Karachi",Allied Bank,Savings,2020-04-17,207697
PK85-4280351998,Syed Adnan Sheikh,مکان 219 گلی 6 DHA Phase 5 لاہور,Meezan Bank,Foreign Currency,2018-10-15,159487
PK73-9851300294,J.Afridi,H#243 St-8 DHAPhase5 Lahore,Meezan Bank,Current,2019-02-14,34234
PK28-2379836125,W.Kayani,"House No. 289, Gali 4, Chaklala Scheme 3, Rawalpindi",MCB,Current,2021-10-05,249250
PK77-4401334161,Rana Rashid Shirazi,مکان 373 گلی 5 Gulberg III لاہور,Allied Bank,Foreign Currency,2018-03-19,186811
PK49-2031928518,Chaudhary Sana Khokhar,مکان 359 گلی 40 Hayatabad Phase 3 Peshawar,UBL,Foreign Currency,2020-11-17,988707
PK90-6474033646,S.Khokhar,مکان 359 گلی 40 Hayatabad Phase 3 Peshawar,UBL,Current,2025-09-30,1396901
PK84-8374629365,Rabia Bukhari,"House No. 55, Gali 37, Peoples Colony, Faisalabad",Bank Alfalah,Savings,2018-03-23,40411
PK78-7750184553,Haji Luqman Khattak,مکان 20 گلی 12 North Nazimabad کراچی,Askari Bank,Foreign Currency,2025-10-14,2263647
PK17-9940464731,Luqman Khattak,H#20 St-12 NorthNazimabad Karachi,Allied Bank,Savings,2022-04-08,4557773
PK26-3625144338,Luqman Khattak,مکان 20 گلی 12 North Nazimabad کراچی,JS Bank,Current,2023-12-15,3323310
PK95-8106004989,H.Warraich,مکان 26 گلی 31 Johar Town لاہور,Allied Bank,Savings,2020-01-23,34471
PK79-9539106253,O. Lodhi,"House No. 357, Gali 7, University Town, Peshawar",HBL,Current,2023-05-29,3016294
PK23-7151905348,O. Lodhi,مکان 357 گلی 7 University Town Peshawar,JS Bank,Savings,2019-07-26,4139531
PK21-8287287976,Sajid Durrani,"House 97, Street 29, Clifton Block 2, Karachi",UBL,Savings,2024-06-02,25129
PK41-3058753461,Rana Haris Sheikh,"House No. 234, Gali 4, Satellite Town, Rawalpindi",HBL,Savings,2018-02-09,43574
PK93-8016634745,Mansoor Afridi,مکان 16 گلی 16 B-17 اسلام آباد,JS Bank,Foreign Currency,2024-08-10,57838
PK89-2699337079,Mian Shoaib Khattak,"House 138, Street 27, Bahria Phase 4, Rawalpindi",UBL,Savings,2022-02-24,43816
PK67-6838838734,Saad Shirazi,مکان 115 گلی 17 Hayatabad Phase 3 Peshawar,HBL,Savings,2019-03-01,33271
PK44-7844294622,U.Kayani,"House 155, Street 34, Westridge, Rawalpindi",MCB,Savings,2018-12-15,3607158
PK41-4100395865,Sardar Ubaid Kayani,مکان 155 گلی 34 Westridge راولپنڈی,HBL,Current,2021-05-25,3072016
PK80-9407282624,Tooba Bhatti,"House No. 134, Gali 20, University Town, Peshawar",Bank Alfalah,Savings,2019-01-10,54414
PK58-5632535223,Nasir Wazir,"House 370, Street 2, Johar Town, Lahore",Askari Bank,Current,2020-12-20,4535322
PK46-8250221636,H.Cheema,"House 114, Street 23, Cantt, Multan",UBL,Savings,2025-07-12,171832
PK53-7953788173,Wajahat Siddiqui,"House 325, Street 38, Clifton Block 2, Karachi",Askari Bank,Foreign Currency,2022-04-01,60733
PK88-7695191341,Hamza Mehsud,H#212 St-4 Gulshan-e-Iqbal Karachi,Bank Alfalah,Current,2018-08-18,953858
PK91-5314147848,H.Mehsud,"House No. 212, Gali 4, Gulshan-e-Iqbal, Karachi",Bank Alfalah,Savings,2020-09-13,1226926
PK52-6578227337,U. Abbasi,"House 399, Street 6, Johar Town, Lahore",Bank Alfalah,Savings,2023-06-09,5318321
PK13-2644151823,Ubaid Abbasi,"House No. 399, Gali 6, Johar Town, Lahore",HBL,Foreign Currency,2019-11-02,3779135
PK50-1960765892,Ubaid Abbasi,"House No. 399, Gali 6, Johar Town, Lahore",MCB,Savings,2018-10-26,4089660
PK36-1371723252,Syed Waseem Dar,"House 296, Street 11, Hayatabad Phase 3, Peshawar",Meezan Bank,Foreign Currency,2022-05-14,4802889
PK10-4300752314,Chaudhary Nasir Sial,H#3 St-3 NorthNazimabad Karachi,JS Bank,Current,2020-11-24,52923
PK74-3248757230,M. Niazi,مکان 24 گلی 20 Satellite Town راولپنڈی,Bank Alfalah,Savings,2022-02-22,4146613
PK79-8181119210,M.Niazi,"House No. 24, Gali 20, Satellite Town, Rawalpindi",HBL,Foreign Currency,2024-02-15,2241651
PK44-3293444559,H. Awan,"House No. 184, Gali 13, Model Town, Lahore",Askari Bank,Savings,2024-01-18,92585
PK77-3387066851,R. Durrani,مکان 259 گلی 11 G-13/1 اسلام آباد,Allied Bank,Savings,2022-12-03,38429
PK76-9226994601,Chaudhary Maryam Yousafzai,"House 25, Street 7, G-13/1, Islamabad",Allied Bank,Foreign Currency,2023-01-14,4495443
PK92-9079575327,S.Kayani,مکان 106 گلی 1 DHA Phase 6 کراچی,Askari Bank,Foreign Currency,2018-12-22,3804392
