fbr_id,full_name,declared_income_pkr,tax_paid_pkr,filer_status,reported_address,phone_number
FBR-102044,M. Kazmi,0,0,Non-Filer,H#164 St-23 Gulshan-e-Iqbal Karachi,03036513853
FBR-102045,Mustafa Siddiqui,513108,14212,Filer,"101-2 Gulshan-e-Iqbal, Karachi",0338-3010214
FBR-102046,Chaudhary Noor Kakar,698916,51524,Filer,"House No. 104, Gali 20, Hayatabad Phase 3, Peshawar",03045012173
FBR-102047,A.Dar,47901420,3393954,Filer,مکان 227 گلی 23 Madina Town Faisalabad,0343-4926479
FBR-102050,J. Butt,0,0,Non-Filer,H#336 St-11 DHAPhase5 Lahore,03111584689
FBR-102051,Naveed Khan,17630964,561741,Filer,"House 34, Street 2, Gulberg III, Lahore",0307-5565271
FBR-102052,S.Sandhu,0,0,Filer,مکان 283 گلی 5 Hayatabad Phase 3 Peshawar,03348676478
FBR-102053,R.Tareen,0,0,Non-Filer,مکان 239 گلی 2 Wapda Town لاہور,0348-8963631
FBR-102054,N. Ansari,2306268,169318,Filer,H#41 St-32 ChaklalaScheme3 Rawalpindi,+92 322 4112545
FBR-102055,S. Tarar,3675516,240368,Filer,H#274 St-40 G-10/2 Islamabad,+92 321 1401223
FBR-102056,Syed Zeeshan Orakzai,0,0,Filer,"House No. 26, Gali 31, DHA Phase 6, Karachi",+92 302 7700086
FBR-102057,A.Kakar,3227376,79383,Filer,مکان 305 گلی 22 G-10/2 اسلام آباد,03167947521
FBR-102058,Haji Haris Tarar,1337052,81573,Filer,"House No. 16, Gali 1, D Ground, Faisalabad",0322-6147023
FBR-102059,Zeeshan Hashmi,0,0,Filer,"House 171, Street 37, Bahria Phase 4, Rawalpindi",0300-8740921
FBR-102060,Hussain Khattak,4164336,369866,Filer,"House 83, Street 6, DHA Phase 6, Karachi",03037386662
FBR-102061,Y. Chaudhry,2717376,93513,Filer,H#254 St-10 ShahRukn-e-Alam Multan,+92 311 1418620
FBR-102062,Obaid Siddiqui,25021272,1296758,Filer,"292-11 Clifton Block 2, Karachi",0341-8951745
FBR-102063,Y. Tarar,3459660,185512,Filer,H#116 St-20 F-8/3 Islamabad,+92 322 4081423
FBR-102065,R. Malik,2109012,157820,Filer,H#157 St-29 MadinaTown Faisalabad,03327305341
FBR-102066,Pervez Khattak,3889416,278729,Filer,"House 162, Street 7, Shah Rukn-e-Alam, Multan",+92 312 8890740
FBR-102067,Laiba Niazi,15234456,1143089,Filer,"13-9 Gulgasht, Multan",03257024535
FBR-102068,Chaudhary Khalid Butt,725052,15195,Filer,"House No. 55, Gali 37, Satellite Town, Rawalpindi",0305-2525364
FBR-102069,Chaudhary Nasir Tareen,35455116,2947721,Filer,"House No. 376, Gali 39, Shah Rukn-e-Alam, Multan",+92 346 5283210
FBR-102071,N. Malik,2794428,78505,Filer,H#119 St-29 DGround Faisalabad,03412837700
FBR-102072,Nimra Gilani,0,0,Non-Filer,"224-20 Satellite Town, Rawalpindi",03007772356
FBR-102073,Chaudhary Mansoor Shirazi,3709656,267869,Filer,"House No. 66, Gali 13, Gulgasht, Multan",03235674174
FBR-102074,Sajid Joiya,3675972,296001,Filer,"House 81, Street 8, G-13/1, Islamabad",+92 319 9854747
FBR-102075,Chaudhary Talha Abbasi,416688,29363,Filer,"House No. 87, Gali 5, Cantt, Multan",03139248819
FBR-102076,A.Gill,28570164,2184434,Filer,مکان 107 گلی 14 DHA Phase 5 لاہور,0324-1643141
FBR-102077,Y. Mirza,1526112,104948,Filer,H#207 St-30 Gulgasht Multan,03192866127
FBR-102078,H.Kayani,793692,67918,Filer,مکان 2 گلی 2 E-11/2 اسلام آباد,03417450555
FBR-102079,Adnan Janjua,0,0,Non-Filer,"House 104, Street 30, Westridge, Rawalpindi",0327-8910532
FBR-102080,A.Rizvi,605532,38510,Filer,مکان 173 گلی 20 Gulbahar Peshawar,0319-5503992
FBR-102081,Haji Yasir Butt,14471148,537172,Filer,"House No. 306, Gali 38, G-10/2, Islamabad",0344-4676191
FBR-102082,Noor Janjua,867840,41429,Filer,"50-34 Clifton Block 2, Karachi",03052551337
FBR-102083,Javeria Kayani,0,0,Filer,"House 73, Street 37, Wapda Town, Lahore",0322-1304860
FBR-102084,Chaudhary Kamran Sandhu,28477476,1071358,Filer,"House No. 391, Gali 16, Chaklala Scheme 3, Rawalpindi",+92 345 6770495
FBR-102085,Amna Shirazi,1297644,97274,Filer,"House 146, Street 38, Madina Town, Faisalabad",+92 326 8246791
FBR-102086,Z. Sheikh,16534320,792399,Filer,H#137 St-2 PeoplesColony Faisalabad,03182536829
FBR-102087,Z.Gondal,3140928,79782,Filer,مکان 306 گلی 19 Madina Town Faisalabad,0302-7561267
FBR-102088,Ayesha Chaudhry,0,0,Non-Filer,"House 353, Street 21, Gulshan-e-Iqbal, Karachi",+92 317 4815164
FBR-102089,O. Mughal,0,0,Filer,H#233 St-2 ChaklalaScheme3 Rawalpindi,0304-2462804
FBR-102090,Sadia Orakzai,572064,30612,Filer,"House 282, Street 8, DHA Phase 5, Lahore",03313964356
FBR-102091,Malik Rabia Malik,3643116,139976,Filer,"House No. 59, Gali 3, Model Town, Lahore",0307-3900663
FBR-102092,Obaid ملک,1524528,76556,Filer,"66-36 G-10/2, Islamabad",+92 318 3404582
FBR-102093,Malik Noor Saddozai,2624028,116529,Filer,"House No. 66, Gali 37, Bahria Phase 4, Rawalpindi",0331-6886244
FBR-102094,Maryam Bangash,503328,35055,Filer,"House 255, Street 28, DHA Phase 5, Lahore",03354764611
FBR-102095,O.Virk,535800,40676,Filer,مکان 157 گلی 12 Cantt Multan,0317-8029014
FBR-102096,Luqman Malik,0,0,Non-Filer,"House 46, Street 22, G-13/1, Islamabad",+92 310 7139638
FBR-102097,Rida Niazi,30227532,1132630,Filer,"133-16 DHA Phase 6, Karachi",0328-8077565
FBR-102098,Maryam Mughal,9790920,421831,Filer,"House 388, Street 7, Chaklala Scheme 3, Rawalpindi",03013377580
FBR-102100,Sardar Nimra Joiya,820920,37223,Filer,"House No. 262, Gali 18, North Nazimabad, Karachi",+92 344 8940739
FBR-102101,Waqas Bukhari,538524,27773,Filer,"107-24 B-17, Islamabad",0300-7925315
FBR-102102,A.Gilani,2892972,133410,Filer,مکان 75 گلی 9 Gulshan-e-Iqbal کراچی,0321-8091168
FBR-102103,N.Tarar,640380,13486,Filer,مکان 281 گلی 10 Shah Rukn-e-Alam Multan,+92 340 8005201
FBR-102104,Kashif Shirazi,818976,45317,Filer,"84-23 Shah Rukn-e-Alam, Multan",0329-3886814
FBR-102105,J. Lodhi,13642020,871191,Filer,H#330 St-6 UniversityTown Peshawar,0321-1251295
FBR-102106,H. Abbasi,980448,84809,Filer,H#2 St-28 DHAPhase6 Karachi,+92 314 4780700
FBR-102108,علی Warraich,1972908,60182,Filer,"397-2 Gulshan-e-Iqbal, Karachi",0321-2690413
FBR-102109,Jawad Niazi,25250892,1960310,Filer,"43-12 Chaklala Scheme 3, Rawalpindi",03102987493
FBR-102111,Sardar Bilal Sheikh,789864,18146,Filer,"House No. 32, Gali 13, Bahria Phase 4, Rawalpindi",0342-1107433
FBR-102112,Laiba شیخ,489288,15097,Filer,"142-3 G-10/2, Islamabad",+92 303 5996490
FBR-102113,A. Tareen,382536,27153,Filer,H#383 St-7 ShahRukn-e-Alam Multan,0347-7961552
FBR-102114,S.Tareen,2752404,160443,Filer,مکان 390 گلی 23 DHA Phase 6 کراچی,+92 340 9511530
FBR-102115,T. Khokhar,567948,17195,Filer,H#169 St-24 Gulbahar Peshawar,0301-2292538
FBR-102116,S.Cheema,31929156,766036,Filer,مکان 362 گلی 8 Peoples Colony Faisalabad,03073792865
FBR-102117,Sana Saddozai,3574104,207730,Filer,"House 71, Street 30, E-11/2, Islamabad",+92 340 4803354
FBR-102120,Ehsan Gondal,43510260,2225719,Filer,"House 215, Street 36, E-11/2, Islamabad",+92 300 4054479
FBR-102121,Mian Noor Bangash,0,0,Non-Filer,"House No. 181, Gali 30, Madina Town, Faisalabad",0326-8921274
FBR-102122,Umar Kakar,3378756,287602,Filer,"House 203, Street 12, Bahria Phase 4, Rawalpindi",03117554909
FBR-102123,L. Wazir,29175660,870506,Filer,H#283 St-23 UniversityTown Peshawar,03347684223
FBR-102124,Chaudhary Sufyan Mehsud,586788,34179,Filer,"House No. 34, Gali 28, Shah Rukn-e-Alam, Multan",03415125648
FBR-102125,Kinza Saddozai,987756,61389,Filer,"House 165, Street 4, Satellite Town, Rawalpindi",0335-9756937
FBR-102126,Zafar Khan,388476,22271,Filer,"House 187, Street 3, Bahria Phase 4, Rawalpindi",+92 344 3626317
FBR-102127,Mian Nimra Rizvi,1108380,38390,Filer,"House No. 296, Gali 9, Hayatabad Phase 3, Peshawar",03285912954
FBR-102128,احمد Niazi,1595016,47547,Filer,"218-39 B-17, Islamabad",0300-6308190
FBR-102131,Waseem Hashmi,2512608,114094,Filer,"394-10 Gulshan-e-Iqbal, Karachi",0338-8121698
FBR-102132,Sadia Cheema,405360,13921,Filer,"71-35 DHA Phase 5, Lahore",+92 307 9265786
FBR-102134,Farah Shirazi,46752084,1916330,Filer,"117-25 DHA Phase 6, Karachi",03248946141
FBR-102135,Jawad Kakar,1600128,44186,Filer,"House 396, Street 30, Model Town, Lahore",+92 332 1615362
FBR-102136,حسن Khokhar,678024,15113,Filer,"257-30 Satellite Town, Rawalpindi",0315-7344645
FBR-102137,Chaudhary Maryam Khattak,2396148,128366,Filer,"House No. 247, Gali 4, Hayatabad Phase 3, Peshawar",+92 311 9165068
FBR-102138,Hina ملک,0,0,Non-Filer,"227-19 Hayatabad Phase 3, Peshawar",03098002088
FBR-102139,Luqman Sheikh,446220,16950,Filer,"House 171, Street 17, Bahria Phase 4, Rawalpindi",0338-7758309
FBR-102140,N. Naqvi,3333432,129125,Filer,H#24 St-29 UniversityTown Peshawar,0336-5205572
FBR-102142,G. Shirazi,323748,17202,Filer,H#271 St-28 BahriaPhase4 Rawalpindi,+92 347 1874398
FBR-102143,Nadeem Naqvi,504240,36932,Filer,"House 303, Street 15, Madina Town, Faisalabad",+92 310 6613805
FBR-102144,M.Gill,46956324,2446083,Filer,مکان 352 گلی 34 Hayatabad Phase 3 Peshawar,0342-8956852
FBR-102146,Taimoor Sheikh,3705168,103604,Filer,"House 257, Street 39, Shah Rukn-e-Alam, Multan",0324-4125313
FBR-102147,Syed Faisal Bukhari,3491940,220506,Filer,"House No. 124, Gali 34, Cantt, Multan",03092630391
FBR-102148,Haji Shahzad Khokhar,1431924,48892,Filer,"House No. 93, Gali 4, Cantt, Multan",0334-2534841
FBR-102149,Syed Wajahat Sandhu,2813004,221069,Filer,"House No. 219, Gali 39, Shah Rukn-e-Alam, Multan",+92 307 2788584
FBR-102150,Waqas Yousafzai,11229828,949210,Filer,"59-19 Madina Town, Faisalabad",03287780483
FBR-102151,Rana Jawad Ansari,2093604,162092,Filer,"House No. 297, Gali 1, E-11/2, Islamabad",0319-4005993
FBR-102152,Obaid Gilani,13497288,815573,Filer,"8-7 Gulbahar, Peshawar",03395062372
FBR-102153,I. Sial,19365252,1210136,Filer,H#37 St-29 PeoplesColony Faisalabad,0330-4624510
FBR-102154,Taimoor Kakar,3846756,340260,Filer,"351-1 I-8/4, Islamabad",0304-4326662
FBR-102155,T.Kayani,3750888,178478,Filer,مکان 296 گلی 15 Model Town لاہور,03073682839
FBR-102156,Mian Rauf Janjua,1943184,43425,Filer,"House No. 277, Gali 15, Peoples Colony, Faisalabad",+92 340 7672274
FBR-102160,Ubaid Mughal,852768,22501,Filer,"House 156, Street 23, D Ground, Faisalabad",+92 319 9208286
FBR-102161,A. Joiya,0,0,Non-Filer,H#259 St-35 Cantt Multan,0333-4245168
FBR-102162,علی Mughal,1449180,106323,Filer,"6-7 G-13/1, Islamabad",+92 325 4731850
FBR-102163,J. Kakar,11341212,703714,Filer,H#122 St-40 UniversityTown Peshawar,03045346105
FBR-102165,Ghulam چوہدری,477924,10030,Filer,"192-22 F-8/3, Islamabad",0305-9153217
FBR-102166,Malik Ehsan Mirza,790560,57108,Filer,"House No. 116, Gali 26, DHA Phase 5, Lahore",03172684363
FBR-102168,Maryam ملک,371136,24719,Filer,"383-35 Wapda Town, Lahore",+92 311 3119391
FBR-102169,Syed Waqas Bukhari,0,0,Non-Filer,"House No. 400, Gali 22, E-11/2, Islamabad",03466252223
FBR-102171,K. Khan,1575228,93335,Filer,H#305 St-18 DHAPhase6 Karachi,+92 309 4408282
FBR-102172,Rana Mahnoor Awan,3481500,134387,Filer,"House No. 229, Gali 5, Westridge, Rawalpindi",+92 311 9080202
FBR-102173,S. Sial,1852548,48774,Filer,H#243 St-21 UniversityTown Peshawar,+92 341 2792366
FBR-102174,K. Malik,0,0,Non-Filer,H#62 St-29 MadinaTown Faisalabad,+92 348 2165668
FBR-102175,S. Awan,3047904,225098,Filer,H#98 St-11 DHAPhase5 Lahore,03016936330
FBR-102176,Syed Ghulam Khan,1270596,105085,Filer,"House No. 139, Gali 14, DHA Phase 5, Lahore",+92 311 2762739
FBR-102177,Haji Sana Joiya,0,0,Non-Filer,"House No. 327, Gali 9, North Nazimabad, Karachi",+92 327 3128186
FBR-102178,Adnan راجہ,1006704,47951,Filer,"121-17 D Ground, Faisalabad",+92 336 2461182
FBR-102179,M. Kakar,2274720,175631,Filer,H#253 St-3 MadinaTown Faisalabad,03377412315
FBR-102180,Haji Arsalan Tareen,2783484,133431,Filer,"House No. 182, Gali 7, Westridge, Rawalpindi",0329-1958982
FBR-102181,R. Lodhi,725832,16141,Filer,H#171 St-33 G-13/1 Islamabad,0328-9898716
FBR-102182,Junaid Kakar,0,0,Non-Filer,"House 364, Street 31, Model Town, Lahore",0316-3884021
FBR-102183,Z.Awan,593520,47195,Filer,مکان 399 گلی 11 Gulgasht Multan,03244635731
FBR-102184,Tariq Bukhari,719388,20828,Filer,"285-11 DHA Phase 6, Karachi",0312-6878116
FBR-102185,Talha Gill,19097724,1561673,Filer,"House 326, Street 26, Gulgasht, Multan",0314-8503142
FBR-102187,Irfan Gilani,3749520,131524,Filer,"305-1 Peoples Colony, Faisalabad",+92 309 8004579
FBR-102188,Usman Awan,1379964,80808,Filer,"House 1, Street 17, North Nazimabad, Karachi",+92 320 7061717
FBR-102189,Zafar Mirza,752136,19760,Filer,"10-15 Cantt, Multan",03411837220
FBR-102190,Chaudhary Shoaib Janjua,373644,25361,Filer,"House No. 276, Gali 40, Johar Town, Lahore",+92 312 3689758
FBR-102191,S.Bukhari,42772368,3816087,Filer,مکان 3 گلی 3 Westridge راولپنڈی,+92 349 6577930
FBR-102192,H. Bhatti,607428,29297,Filer,H#205 St-8 Gulshan-e-Iqbal Karachi,+92 330 8952427
FBR-102195,A. Khattak,377964,30727,Filer,H#133 St-19 Gulbahar Peshawar,0306-6027633
FBR-102196,L. Gill,0,0,Non-Filer,H#60 St-13 GulbergIII Lahore,+92 332 8783319
FBR-102198,Qasim Chaudhry,688812,38229,Filer,"House 175, Street 7, Gulshan-e-Iqbal, Karachi",0348-8405132
FBR-102199,N. Yousafzai,32012496,2515733,Filer,H#89 St-20 PeoplesColony Faisalabad,+92 310 3830317
FBR-102200,O. Lodhi,26473236,1602932,Filer,H#40 St-32 UniversityTown Peshawar,+92 313 5507505
FBR-102201,H.Kazmi,2806044,182742,Filer,مکان 294 گلی 17 University Town Peshawar,0339-1180862
FBR-102202,Maryam Sandhu,0,0,Filer,"194-9 Cantt, Multan",+92 338 1695624
FBR-102204,Saba Bhatti,774528,53622,Filer,"90-6 Gulshan-e-Iqbal, Karachi",+92 334 4933516
FBR-102205,A.Butt,3543048,118983,Filer,مکان 245 گلی 35 Peoples Colony Faisalabad,0304-8169593
FBR-102206,Z. Mirza,3320400,294499,Filer,H#259 St-34 Westridge Rawalpindi,+92 324 4561445
FBR-102207,Tariq Rizvi,3399192,145699,Filer,"House 334, Street 23, University Town, Peshawar",+92 334 7947341
FBR-102208,Danish Warraich,0,0,Filer,"House 189, Street 20, Peoples Colony, Faisalabad",03087253992
FBR-102209,I.Abbasi,1218000,30729,Filer,مکان 357 گلی 11 North Nazimabad کراچی,03411186109
FBR-102210,K. Khokhar,636900,50755,Filer,H#198 St-2 Gulgasht Multan,03384803527
FBR-102212,H.Warraich,394560,29551,Filer,مکان 341 گلی 14 North Nazimabad کراچی,03068902122
FBR-102213,S.Awan,0,0,Non-Filer,مکان 216 گلی 27 Bahria Phase 4 راولپنڈی,0339-5717908
FBR-102214,F. Khattak,19930368,937012,Filer,H#169 St-14 MadinaTown Faisalabad,+92 345 1783342
FBR-102215,Amna Tarar,318924,21971,Filer,"House 349, Street 11, Chaklala Scheme 3, Rawalpindi",+92 349 9450935
FBR-102216,Chaudhary Saqib Afridi,406140,35135,Filer,"House No. 344, Gali 20, DHA Phase 5, Lahore",+92 339 9666674
FBR-102217,Uzma Zaidi,1344984,85361,Filer,"House 280, Street 26, Clifton Block 2, Karachi",+92 330 7830591
FBR-102218,K.Warraich,362976,10276,Filer,مکان 296 گلی 1 Hayatabad Phase 3 Peshawar,03418297132
FBR-102220,Danish Khokhar,3509448,260047,Filer,"House 378, Street 1, E-11/2, Islamabad",03466166727
FBR-102221,M. Mirza,557028,34655,Filer,H#106 St-38 SatelliteTown Rawalpindi,03432461262
FBR-102222,Mubashir Mehsud,0,0,Non-Filer,"House 355, Street 2, Gulgasht, Multan",03047019539
FBR-102223,Hassan Virk,2586108,200224,Filer,"House 33, Street 40, Peoples Colony, Faisalabad",+92 338 1124724
FBR-102224,Syed Laiba Naqvi,0,0,Non-Filer,"House No. 119, Gali 36, Chaklala Scheme 3, Rawalpindi",0344-5116418
FBR-102225,W.Durrani,2665476,85668,Filer,مکان 213 گلی 31 Peoples Colony Faisalabad,03407482122
FBR-102227,Z. Kazmi,1941936,122609,Filer,H#1 St-13 I-8/4 Islamabad,+92 332 5020448
FBR-102228,Obaid Afridi,35650716,2062253,Filer,"House 229, Street 4, DHA Phase 5, Lahore",03109609689
FBR-102229,Tooba Chaudhry,2822160,212403,Filer,"House 206, Street 10, DHA Phase 6, Karachi",03427956154
FBR-102231,Mian Uzma Khattak,839028,58309,Filer,"House No. 46, Gali 5, Gulshan-e-Iqbal, Karachi",+92 338 1036611
FBR-102232,Fahad Durrani,1168200,28384,Filer,"57-11 Madina Town, Faisalabad",03048882645
FBR-102233,H.Awan,437796,22338,Filer,مکان 123 گلی 40 Hayatabad Phase 3 Peshawar,03192364423
FBR-102234,Pervez Baig,0,0,Non-Filer,"House 144, Street 18, Shah Rukn-e-Alam, Multan",03157400259
FBR-102235,B. Naqvi,412140,24376,Filer,H#4 St-6 ShahRukn-e-Alam Multan,03105953222
FBR-102236,M. Mughal,660600,31471,Filer,H#111 St-27 ShahRukn-e-Alam Multan,0340-2510365
FBR-102237,I. Janjua,3330132,249856,Filer,H#283 St-18 F-8/3 Islamabad,03477795930
FBR-102238,Z.Tareen,542484,17652,Filer,مکان 68 گلی 19 Clifton Block 2 کراچی,0316-6339266
FBR-102239,U.Gill,31726560,1209413,Filer,مکان 358 گلی 28 Johar Town لاہور,03282328070
FBR-102241,Anas Janjua,1201836,27938,Filer,"House 142, Street 26, Madina Town, Faisalabad",0332-4314934
FBR-102242,Khalid Warraich,3305652,260472,Filer,"House 310, Street 40, University Town, Peshawar",03465759760
FBR-102243,K. Niazi,0,0,Non-Filer,H#342 St-12 MadinaTown Faisalabad,0310-5304568
FBR-102245,K. Tarar,774372,19554,Filer,H#177 St-25 BahriaPhase4 Rawalpindi,03493589058
FBR-102246,R. Zaidi,0,0,Filer,H#165 St-36 BahriaPhase4 Rawalpindi,+92 336 9636371
FBR-102247,Jawad Kakar,2542104,93815,Filer,"155-8 Clifton Block 2, Karachi",03037595996
FBR-102248,Haji Laiba Janjua,616500,14751,Filer,"House No. 103, Gali 39, I-8/4, Islamabad",0343-2419986
FBR-102249,Ahmed Malik,352956,27000,Filer,"House 149, Street 20, G-10/2, Islamabad",0307-7692367
FBR-102250,Owais Saddozai,1064952,39865,Filer,"House 117, Street 3, Gulgasht, Multan",0329-2186433
FBR-102251,Noman Naqvi,3695388,87119,Filer,"House 254, Street 21, Gulbahar, Peshawar",0318-8886588
FBR-102252,U.Bhatti,1912092,171161,Filer,مکان 197 گلی 20 Gulbahar Peshawar,0312-5980341
FBR-102253,عمران Naqvi,14749164,732228,Filer,"173-15 Bahria Phase 4, Rawalpindi",0301-7303581
FBR-102254,N. Kayani,590988,19939,Filer,H#206 St-9 DGround Faisalabad,03481569674
FBR-102255,Nasir Rizvi,0,0,Non-Filer,"House 44, Street 31, Satellite Town, Rawalpindi",+92 323 1046609
FBR-102256,Hina Sial,541704,25092,Filer,"House 246, Street 10, Madina Town, Faisalabad",0320-6194563
FBR-102257,M.Kayani,0,0,Non-Filer,مکان 84 گلی 21 B-17 اسلام آباد,+92 311 4257651
FBR-102258,Malik Zeeshan Khan,574944,42078,Filer,"House No. 251, Gali 32, E-11/2, Islamabad",+92 312 2229343
FBR-102259,I. Gondal,1406580,85935,Filer,H#388 St-37 CliftonBlock2 Karachi,03103459753
FBR-102260,Mahnoor Baig,0,0,Non-Filer,"House 100, Street 14, Madina Town, Faisalabad",+92 330 4185612
FBR-102261,O.Lodhi,31943796,1450115,Filer,مکان 147 گلی 36 University Town Peshawar,+92 340 5545511
FBR-102262,Chaudhary Maryam Tarar,625212,31271,Filer,"House No. 397, Gali 15, Hayatabad Phase 3, Peshawar",03211086205
FBR-102264,B.Mughal,2569308,206732,Filer,مکان 304 گلی 23 Gulbahar Peshawar,+92 304 6900131
FBR-102265,H. Shirazi,13578900,755401,Filer,H#286 St-23 HayatabadPhase3 Peshawar,+92 340 6776616
FBR-102267,M.Sheikh,1039272,74558,Filer,مکان 243 گلی 1 Shah Rukn-e-Alam Multan,03041189715
FBR-102268,M. Niazi,729336,25479,Filer,H#61 St-35 GulbergIII Lahore,03205171563
FBR-102269,A.Ansari,331380,9395,Filer,مکان 13 گلی 14 G-13/1 اسلام آباد,0346-7604455
FBR-102271,M.Bhatti,0,0,Non-Filer,مکان 47 گلی 25 Chaklala Scheme 3 راولپنڈی,0326-4466954
FBR-102272,Shahzad Baig,342012,16738,Filer,"House 310, Street 30, F-8/3, Islamabad",03241346701
FBR-102273,R.Hashmi,1699140,43183,Filer,مکان 369 گلی 39 G-13/1 اسلام آباد,03471714040
FBR-102274,I. Orakzai,0,0,Filer,H#277 St-19 PeoplesColony Faisalabad,0311-2541415
FBR-102275,Luqman Virk,1985556,66788,Filer,"172-35 G-10/2, Islamabad",03286679143
FBR-102276,N. Janjua,828660,48160,Filer,H#58 St-39 SatelliteTown Rawalpindi,+92 330 5953785
FBR-102277,W.Abbasi,585756,29207,Filer,مکان 116 گلی 39 I-8/4 اسلام آباد,+92 330 8986773
FBR-102278,Malik Madiha Lodhi,12797232,1129570,Filer,"House No. 372, Gali 4, Model Town, Lahore",0342-4299848
FBR-102279,Zubair Virk,682140,59710,Filer,"317-37 Cantt, Multan",+92 323 5568424
FBR-102280,L.Tarar,1045620,75308,Filer,مکان 93 گلی 16 Westridge راولپنڈی,0301-8054889
FBR-102281,Mian Naveed Saddozai,37560432,2239404,Filer,"House No. 379, Gali 35, Clifton Block 2, Karachi",+92 320 3176673
FBR-102282,Taimoor Khan,3452832,236467,Filer,"House 265, Street 26, Westridge, Rawalpindi",+92 305 1869626
FBR-102283,M. Janjua,0,0,Non-Filer,H#190 St-3 CliftonBlock2 Karachi,03182471865
FBR-102284,Nimra Rizvi,2452692,55944,Filer,"6-14 Peoples Colony, Faisalabad",+92 312 9458436
FBR-102286,Malik Jawad Gilani,3667728,250976,Filer,"House No. 119, Gali 8, Gulshan-e-Iqbal, Karachi",0342-7583768
FBR-102287,Syed Usman Awan,764412,67813,Filer,"House No. 179, Gali 32, University Town, Peshawar",+92 325 5324991
FBR-102288,Chaudhary Naveed Butt,1529772,127691,Filer,"House No. 383, Gali 36, Gulberg III, Lahore",+92 344 5786762
FBR-102290,I.Mirza,4074528,97323,Filer,مکان 204 گلی 26 University Town Peshawar,0312-7224257
FBR-102291,Bilal Bhatti,543468,13164,Filer,"House 195, Street 1, Shah Rukn-e-Alam, Multan",+92 316 2720485
FBR-102292,Z.Sial,2197776,65477,Filer,مکان 6 گلی 19 E-11/2 اسلام آباد,+92 332 8073263
FBR-102293,G. Chaudhry,3735900,314685,Filer,H#187 St-2 WapdaTown Lahore,03054339467
FBR-102294,Sardar Danish Mehsud,3728472,140048,Filer,"House No. 47, Gali 28, Gulgasht, Multan",+92 331 6302160
FBR-102295,A.Sheikh,0,0,Non-Filer,مکان 92 گلی 17 Johar Town لاہور,0321-4509606
FBR-102296,Rabia Kayani,667680,37826,Filer,"193-17 B-17, Islamabad",03232628628
FBR-102298,Mubashir Bangash,777576,23592,Filer,"House 220, Street 22, DHA Phase 6, Karachi",0331-4943509
FBR-102299,Anas Kayani,0,0,Non-Filer,"House 287, Street 30, Gulgasht, Multan",+92 338 1116024
FBR-102301,Rabia Ansari,1863804,159019,Filer,"House 309, Street 24, Satellite Town, Rawalpindi",0337-5058333
FBR-102302,Javeria Bangash,2130480,101943,Filer,"246-14 D Ground, Faisalabad",0347-2106864
FBR-102303,Haji Nadia Awan,813336,70846,Filer,"House No. 391, Gali 11, Johar Town, Lahore",03377309274
FBR-102304,T.Kayani,26619528,2159892,Filer,مکان 243 گلی 16 Westridge راولپنڈی,03424755317
FBR-102305,Syed Zara Abbasi,0,0,Non-Filer,"House No. 123, Gali 12, F-8/3, Islamabad",+92 309 2575728
FBR-102306,Qasim Yousafzai,2828064,182054,Filer,"House 390, Street 12, Bahria Phase 4, Rawalpindi",0344-5921346
FBR-102307,Anas Wazir,25760592,1636241,Filer,"303-34 G-13/1, Islamabad",03191152551
FBR-102308,Rana Tariq Cheema,1396872,64936,Filer,"House No. 354, Gali 22, University Town, Peshawar",+92 316 1966014
FBR-102309,H. Zaidi,0,0,Non-Filer,H#16 St-1 SatelliteTown Rawalpindi,+92 319 4206762
FBR-102310,Malik Saba Durrani,1434576,82125,Filer,"House No. 66, Gali 32, Hayatabad Phase 3, Peshawar",0310-6362039
FBR-102311,P. Durrani,648348,26925,Filer,H#18 St-26 DGround Faisalabad,0334-9021899
FBR-102312,Sardar Muhammad Dar,4127256,313407,Filer,"House No. 27, Gali 16, Madina Town, Faisalabad",03306621341
FBR-102313,Mubashir Awan,512532,31191,Filer,"44-3 Shah Rukn-e-Alam, Multan",0334-1900026
FBR-102314,A.Mehsud,28285632,1114333,Filer,مکان 243 گلی 24 Shah Rukn-e-Alam Multan,+92 342 8181112
FBR-102315,Rabia خان,820896,44853,Filer,"82-1 University Town, Peshawar",0303-7792054
FBR-102316,Ghulam Afridi,4015764,130574,Filer,"135-27 University Town, Peshawar",+92 304 8513116
FBR-102317,Malik Uzma Bukhari,36863820,1356205,Filer,"House No. 268, Gali 14, Satellite Town, Rawalpindi",03499126971
FBR-102318,L. Lodhi,0,0,Non-Filer,H#40 St-17 Gulbahar Peshawar,0348-8168054
FBR-102319,Mian Saqib Khan,1789128,79833,Filer,"House No. 306, Gali 14, University Town, Peshawar",+92 316 8323566
FBR-102320,S.Bukhari,1616376,34391,Filer,مکان 52 گلی 9 Model Town لاہور,+92 349 2065228
FBR-102321,B.Yousafzai,3793860,123717,Filer,مکان 174 گلی 15 Wapda Town لاہور,03201068514
FBR-102322,Chaudhary Rauf Saddozai,1976796,121933,Filer,"House No. 71, Gali 13, Cantt, Multan",+92 348 6103390
FBR-102323,Ehsan Warraich,16081092,609523,Filer,"House 383, Street 33, Shah Rukn-e-Alam, Multan",03319613285
FBR-102324,N. Joiya,1271268,33343,Filer,H#280 St-31 DGround Faisalabad,0305-5867457
